Player Deaths,Enemies Defeated,Total Combat Time,Potions Used,Waypoints Discovered,Zones Discovered,Quests Completed,NPC Interactions,Achievements Unlocked,Current Difficulty Multiplier,Current Dynamic Player Type
8,156,1168,37,15,7,14,8,7,10.0,Killer
13,133,1214,32,16,5,8,3,5,3.7000000000000006,Killer
11,134,1996,17,7,9,7,43,3,6.550000000000001,Socializer
10,18,3933,39,15,2,14,1,3,1.0,Killer
11,40,3350,8,2,3,13,38,9,1.0,Socializer
3,132,4185,49,15,3,6,37,9,10.0,Socializer
9,125,379,0,3,7,10,36,6,8.5,Socializer
8,193,2925,2,11,7,3,22,2,10.0,Killer
1,9,577,47,6,3,6,34,6,2.5500000000000003,Socializer
14,44,4555,10,1,2,16,26,1,1.0,Socializer
14,50,4341,2,1,0,13,0,4,1.0,Killer
5,189,1216,40,1,3,0,1,2,10.0,Killer
0,198,4859,39,3,9,11,48,1,10.0,Socializer
11,125,2914,46,10,7,0,10,9,4.199999999999999,Killer
0,84,2601,43,19,2,15,33,9,10.0,Socializer
7,63,3567,15,13,9,11,40,2,3.55,Socializer
14,123,1765,48,17,4,1,19,1,1.0,Killer
2,61,4777,42,11,0,13,49,2,7.0,Socializer
13,121,2428,7,19,4,14,48,2,3.7499999999999996,Socializer
1,149,2740,12,16,0,14,22,5,10.0,Killer
12,99,856,6,7,7,12,23,7,2.6000000000000005,Socializer
12,10,4188,49,0,9,1,11,8,1.0,Killer
5,173,3003,42,14,4,13,26,7,10.0,Killer
11,163,3196,30,1,0,18,41,2,8.8,Socializer
9,192,3753,20,3,9,10,21,1,10.0,Killer
11,102,3913,35,3,0,6,48,9,2.4499999999999993,Socializer
7,197,1795,4,3,6,6,44,3,10.0,Socializer
12,110,1780,17,17,1,18,32,6,3.15,Socializer
12,178,4689,0,19,3,13,14,4,10.0,Killer
1,126,4154,14,17,6,14,1,2,10.0,Killer
6,57,3300,39,3,4,2,5,2,2.75,Killer
6,137,543,0,7,8,11,14,4,10.0,Killer
6,64,4331,6,2,0,9,11,6,5.1000000000000005,Killer
7,186,1272,1,7,9,4,48,6,10.0,Socializer
0,151,320,13,15,0,6,20,3,10.0,Killer
9,110,464,42,10,9,16,29,5,4.9,Socializer
1,101,4368,16,13,8,0,45,2,10.0,Socializer
1,196,1162,40,16,4,5,18,3,10.0,Killer
13,65,689,0,1,8,17,32,9,1.0,Socializer
5,105,4686,35,11,5,10,29,3,8.75,Socializer
0,19,3461,4,12,3,3,5,6,6.7,Killer
0,197,2229,44,0,2,1,14,4,10.0,Killer
3,98,3176,32,16,1,5,45,1,10.0,Socializer
3,88,2159,13,10,5,18,17,8,10.0,Socializer
1,168,2707,0,14,2,17,14,3,10.0,Killer
9,31,2163,37,19,2,14,20,8,1.0,Socializer
7,81,1008,6,5,9,7,7,9,5.8,Killer
5,103,3742,41,16,2,0,35,0,8.25,Socializer
5,0,2913,9,18,6,10,6,2,1.0,Explorer
5,157,2052,4,12,2,5,26,1,10.0,Killer
3,137,77,34,11,1,10,27,7,10.0,Socializer
10,119,4414,0,18,8,8,10,0,6.9,Killer
5,107,101,1,15,7,13,40,3,10.0,Socializer
13,83,3710,17,9,0,6,18,7,1.0,Killer
4,132,4977,8,13,4,15,49,8,10.0,Socializer
7,179,3456,48,9,3,12,25,5,10.0,Killer
0,174,1639,28,15,9,13,19,0,10.0,Killer
10,173,1650,27,3,8,6,30,4,10.0,Killer
5,130,2938,49,4,5,3,40,4,10.0,Socializer
12,199,1736,2,17,3,16,44,3,10.0,Socializer
4,13,4103,27,0,9,10,30,2,1.0,Socializer
7,23,3101,16,3,9,9,38,3,1.0,Socializer
9,118,1604,24,11,4,3,47,0,6.6000000000000005,Socializer
13,149,2346,47,11,4,8,36,1,4.550000000000001,Socializer
11,9,3276,31,0,7,16,25,7,1.0,Socializer
13,85,3102,9,6,7,12,23,9,1.0,Socializer
2,151,3070,49,2,6,3,26,5,10.0,Killer
4,96,2922,37,14,0,16,48,4,8.75,Socializer
3,193,2097,13,17,6,12,4,9,10.0,Killer
1,26,1642,36,15,0,13,18,4,4.8,Socializer
1,110,867,46,2,6,5,28,4,10.0,Socializer
7,103,2751,42,10,3,4,18,2,6.200000000000001,Killer
2,58,4476,5,17,0,12,45,9,8.55,Socializer
7,81,1767,3,4,6,4,4,5,5.949999999999999,Killer
9,19,825,42,16,5,15,21,5,1.0,Socializer
12,188,1458,48,4,0,19,16,3,9.4,Killer
0,170,315,9,6,9,11,42,1,10.0,Socializer
2,60,2304,32,8,1,17,23,2,7.4,Socializer
11,50,3849,28,0,1,19,40,1,1.0,Socializer
12,16,1454,43,9,1,6,48,4,1.0,Socializer
6,66,4000,21,18,5,19,28,2,4.55,Socializer
5,4,4216,20,8,4,13,18,8,1.0,Socializer
3,81,4049,17,12,6,8,2,4,9.25,Killer
3,51,2118,49,11,0,10,30,5,4.6499999999999995,Socializer
8,20,2553,35,13,8,17,33,8,1.0,Socializer
6,33,4843,41,1,9,8,4,1,1.0,Killer
3,86,2978,47,8,5,8,20,2,8.25,Socializer
14,138,2638,22,15,2,0,14,4,3.7000000000000006,Killer
5,161,4118,1,17,8,16,43,0,10.0,Socializer
0,125,4264,19,8,6,6,23,0,10.0,Killer
7,186,1070,22,14,4,1,43,9,10.0,Socializer
12,94,554,4,19,9,2,25,3,2.2,Socializer
9,89,932,19,3,8,3,13,0,3.95,Killer
10,94,3273,6,1,0,8,20,4,4.1000000000000005,Killer
7,48,1476,29,13,4,11,27,8,1.3499999999999996,Socializer
12,19,2367,21,4,1,14,45,7,1.0,Socializer
5,184,1490,22,18,1,18,12,4,10.0,Killer
2,96,341,3,19,8,15,36,2,10.0,Socializer
8,163,4118,19,15,9,10,24,3,10.0,Killer
11,49,2517,25,5,6,4,42,1,1.0,Socializer
7,92,1719,31,3,3,19,41,3,5.6499999999999995,Socializer
1,156,540,26,5,9,7,48,5,10.0,Socializer
10,46,1269,22,4,8,13,42,1,1.0,Socializer
13,176,1649,1,16,3,16,43,3,9.55,Socializer
7,157,2444,7,18,5,10,26,2,10.0,Killer
4,191,113,22,5,9,7,31,4,10.0,Socializer
0,173,1393,18,1,2,0,34,1,10.0,Socializer
5,141,4074,37,15,0,16,39,9,10.0,Socializer
7,5,2303,35,13,9,9,26,6,1.0,Socializer
8,31,1792,43,17,2,4,20,2,1.0,Socializer
8,22,2510,37,3,5,16,4,7,1.0,Achiever
6,73,863,4,1,9,6,8,5,6.1,Killer
10,101,1929,19,7,0,4,20,0,4.1499999999999995,Killer
2,130,195,23,0,4,6,37,9,10.0,Socializer
5,145,2567,21,18,6,1,21,4,10.0,Killer
8,192,3838,24,1,9,7,44,8,10.0,Socializer
5,6,3865,39,11,8,11,46,3,1.0,Socializer
4,119,902,41,18,0,11,1,8,10.0,Killer
14,107,3458,9,1,7,15,5,7,1.2499999999999993,Killer
14,139,1283,38,12,1,19,42,3,3.0,Socializer
14,97,4092,31,2,6,8,10,2,1.0,Killer
4,180,2246,48,13,8,4,8,3,10.0,Killer
2,82,2272,18,14,4,12,13,9,10.0,Killer
11,156,2902,14,15,5,15,5,7,8.9,Killer
0,15,2853,26,0,9,14,14,0,5.2,Socializer
4,176,132,9,3,8,7,4,9,10.0,Killer
0,120,297,11,6,4,2,34,3,10.0,Socializer
6,118,4749,29,14,4,8,11,6,9.350000000000001,Killer
8,61,912,46,11,7,3,12,4,1.0,Socializer
13,107,2155,10,3,6,15,25,1,2.1999999999999993,Socializer
14,85,2621,17,0,8,12,29,2,1.0,Socializer
2,20,1828,10,2,4,0,43,0,4.5,Socializer
4,120,4160,20,18,8,10,42,7,10.0,Socializer
3,152,488,46,19,3,7,42,1,10.0,Socializer
11,20,256,45,3,9,19,18,1,1.0,Socializer
6,122,2636,7,1,7,13,9,7,10.0,Killer
2,111,1795,17,6,8,9,6,0,10.0,Killer
9,56,2797,37,10,4,12,3,6,1.0,Killer
14,15,1286,3,11,3,5,37,8,1.0,Socializer
10,139,207,17,4,5,1,42,3,8.05,Socializer
9,101,1700,25,16,6,17,14,4,4.85,Killer
3,13,278,28,7,6,9,26,6,1.8999999999999997,Socializer
14,100,1561,15,17,6,5,39,6,1.0,Socializer
2,111,831,12,16,3,2,26,8,10.0,Socializer
6,59,4884,46,1,6,17,39,8,2.6,Socializer
4,174,4058,9,1,3,5,2,6,10.0,Killer
1,81,4111,10,9,6,0,48,4,10.0,Socializer
11,23,4890,34,9,3,4,18,3,1.0,Socializer
2,17,858,3,2,3,2,12,3,4.55,Socializer
0,143,3251,15,4,7,11,26,2,10.0,Killer
11,142,4925,46,9,0,19,34,8,5.899999999999999,Socializer
14,26,638,43,5,9,4,38,7,1.0,Socializer
0,2,2305,24,0,3,2,36,8,4.0,Socializer
12,166,1936,35,15,4,9,12,9,7.850000000000001,Killer
0,120,4993,41,10,8,11,44,2,10.0,Socializer
1,110,4915,38,12,5,0,8,9,10.0,Killer
2,4,2316,19,5,1,7,25,5,2.4499999999999997,Socializer
1,75,4893,25,9,5,19,0,9,10.0,Killer
10,123,3691,24,1,5,16,13,2,6.1000000000000005,Killer
8,33,1193,22,9,8,5,44,6,1.0,Socializer
9,85,1435,11,14,6,5,25,0,3.95,Socializer
1,56,822,7,11,9,8,16,8,9.25,Socializer
5,119,604,37,11,1,1,34,7,10.0,Socializer
6,89,2744,45,13,8,16,21,7,5.65,Socializer
0,121,4417,36,15,3,17,49,5,10.0,Socializer
2,34,4158,7,4,4,17,44,8,6.050000000000001,Socializer
8,186,2448,28,14,9,19,47,0,10.0,Socializer
7,153,1101,41,18,2,17,35,4,10.0,Socializer
1,31,3855,1,8,6,2,42,5,7.05,Socializer
3,20,2027,1,13,6,8,44,0,3.95,Socializer
2,68,1176,28,15,4,10,1,2,8.4,Killer
0,81,2120,29,5,7,17,36,0,10.0,Socializer
4,21,4637,49,16,8,3,8,4,1.0,Killer
11,191,1425,33,9,9,15,47,1,10.0,Socializer
10,100,94,40,6,6,9,8,9,3.0,Killer
8,37,2687,1,15,2,18,45,6,1.0,Socializer
0,140,855,49,19,4,8,4,9,10.0,Killer
9,76,3971,24,7,0,1,0,8,2.3999999999999995,Killer
7,198,2706,9,5,1,11,39,9,10.0,Socializer
10,4,4683,10,7,2,6,31,1,1.0,Socializer
10,111,2586,23,1,3,10,38,3,4.949999999999999,Socializer
10,152,2303,41,11,4,5,4,7,8.149999999999999,Killer
1,17,2644,24,11,4,12,28,6,4.5,Socializer
0,138,3961,11,3,8,16,29,2,10.0,Socializer
1,156,969,45,2,9,17,7,9,10.0,Killer
2,70,4690,9,10,2,14,3,2,9.55,Killer
10,153,791,26,4,7,0,20,0,9.0,Killer
12,19,994,42,15,8,13,15,0,1.0,Socializer
13,41,1879,48,8,9,2,3,9,1.0,Killer
7,53,4835,35,15,8,15,1,1,1.5499999999999998,Killer
9,167,4480,27,2,7,17,7,5,10.0,Killer
11,103,4434,15,13,8,17,31,1,3.5500000000000007,Socializer
7,14,298,43,6,2,14,8,2,1.0,Socializer
3,22,3010,11,10,6,12,8,8,3.6500000000000004,Achiever
4,6,1787,14,17,6,3,9,9,1.0,Socializer
10,170,2869,28,11,8,16,35,7,10.0,Socializer
1,197,4404,42,3,7,13,8,8,10.0,Killer
12,17,862,45,9,4,3,45,0,1.0,Socializer
10,33,3559,29,1,5,11,31,4,1.0,Socializer
6,12,2000,43,4,6,7,40,9,1.0,Socializer
3,3,3239,40,0,1,7,4,3,1.0,Killer
1,34,3996,6,5,0,2,15,4,7.1000000000000005,Killer
14,75,1168,30,12,6,1,12,6,1.0,Killer
1,184,15,15,16,5,17,11,3,10.0,Killer
5,129,3952,7,12,1,9,25,3,10.0,Killer
0,148,3102,28,15,1,11,24,9,10.0,Killer
1,164,3022,36,0,3,15,31,8,10.0,Socializer
9,124,2888,35,16,9,4,46,1,6.65,Socializer
10,188,4203,4,6,5,8,20,8,10.0,Killer
9,75,1493,25,19,2,5,14,6,2.25,Killer
6,31,2417,2,11,4,3,3,7,2.0,Killer
0,79,3414,31,6,4,14,24,6,10.0,Socializer
10,153,3537,3,14,4,9,49,4,10.0,Socializer
13,12,1032,16,8,7,4,19,2,1.0,Socializer
1,185,3273,25,5,6,3,47,9,10.0,Socializer
9,17,3758,19,14,2,12,13,7,1.0,Socializer
2,7,1958,23,13,0,3,46,5,2.55,Socializer
12,118,1737,7,19,3,19,46,1,4.450000000000001,Socializer
5,184,1949,22,5,0,12,25,9,10.0,Killer
4,189,222,36,15,6,4,13,5,10.0,Killer
11,39,677,12,11,1,4,42,4,1.0,Socializer
6,59,3003,41,15,9,4,22,7,2.85,Socializer
12,17,1798,28,15,8,7,16,3,1.0,Socializer
3,102,1246,8,1,1,11,7,2,10.0,Killer
1,17,544,26,6,9,7,45,2,4.4,Socializer
13,93,559,32,0,9,4,37,2,1.0,Socializer
1,12,1008,17,13,2,0,28,9,4.35,Socializer
9,37,2791,19,11,6,19,40,0,1.0,Socializer
9,167,3009,22,6,3,4,18,6,10.0,Killer
4,157,643,32,2,8,1,18,3,10.0,Killer
2,138,1634,30,2,9,2,8,8,10.0,Killer
11,174,1106,27,8,4,16,37,3,10.0,Socializer
11,195,1886,6,16,6,19,4,2,10.0,Killer
2,93,3974,43,18,3,13,12,0,10.0,Killer
13,94,2293,33,5,7,13,28,2,1.0,Socializer
11,107,1934,0,12,3,8,20,5,4.699999999999999,Killer
13,99,4125,31,16,8,0,12,9,1.0,Killer
0,55,1143,24,7,5,15,47,5,9.3,Socializer
0,53,458,42,2,5,19,41,6,8.200000000000001,Socializer
5,5,2280,32,0,5,9,23,2,1.0,Socializer
2,40,4324,44,10,2,7,41,0,4.8,Socializer
6,35,3635,10,4,3,5,2,9,2.0,Killer
2,61,138,15,8,9,12,18,9,8.35,Socializer
11,182,37,40,10,5,17,36,7,10.0,Socializer
11,127,1750,32,9,0,6,19,4,5.1,Killer
3,65,3934,48,7,8,14,40,5,6.1,Socializer
13,160,566,36,2,0,17,49,1,6.2,Socializer
0,5,4438,39,6,4,18,3,0,3.55,Killer
3,172,3263,10,5,0,3,37,9,10.0,Socializer
0,72,2133,23,8,4,8,37,2,10.0,Socializer
0,48,1119,36,9,2,2,39,2,8.0,Socializer
13,78,1030,5,6,6,11,36,2,1.0,Socializer
13,17,2833,12,10,2,13,5,6,1.0,Achiever
5,76,3625,0,9,3,14,1,8,7.6,Killer
12,166,4619,48,2,0,13,28,1,7.200000000000001,Killer
13,38,4414,32,8,1,17,20,9,1.0,Socializer
6,79,4413,18,12,3,0,42,2,6.0,Socializer
5,11,982,1,7,9,13,41,9,1.05,Socializer
9,197,4176,36,16,0,9,19,0,10.0,Killer
6,6,4285,21,19,4,4,8,2,1.0,Killer
3,23,586,41,16,2,12,42,5,2.2499999999999996,Socializer
10,72,3263,23,18,6,8,21,7,1.05,Socializer
4,22,4271,6,11,5,7,37,3,2.9000000000000004,Socializer
10,93,3033,15,1,9,0,19,8,3.5500000000000007,Killer
2,157,4625,16,5,3,19,47,4,10.0,Socializer
8,115,4038,18,9,3,19,27,0,7.6,Socializer
13,86,3255,5,0,3,18,28,7,1.0,Socializer
10,41,1501,4,5,0,13,6,8,1.0,Achiever
9,50,2070,1,2,7,6,31,7,1.0,Socializer
8,102,204,40,6,4,9,42,1,5.199999999999999,Socializer
8,162,569,45,19,5,10,7,3,10.0,Killer
4,153,1206,29,10,5,16,44,9,10.0,Socializer
8,138,409,22,14,3,9,9,9,9.700000000000001,Killer
11,112,3007,2,12,7,6,43,8,5.1,Socializer
14,10,88,2,11,5,12,4,0,1.0,Achiever
1,99,3646,48,17,6,19,33,3,10.0,Socializer
10,174,3108,25,10,8,6,8,4,10.0,Killer
11,165,2207,49,19,3,3,22,3,8.05,Killer
5,113,952,21,7,1,18,30,7,10.0,Socializer
3,26,148,24,3,9,1,29,2,3.3999999999999995,Socializer
14,198,3383,2,5,9,18,2,4,10.0,Killer
1,90,3768,36,15,6,9,1,3,10.0,Killer
4,23,4998,22,6,1,0,13,9,2.1999999999999997,Killer
9,162,71,28,12,5,16,22,1,10.0,Socializer
3,51,4701,47,16,9,1,8,7,4.75,Killer
12,192,2232,11,10,5,13,43,5,10.0,Socializer
12,150,1056,33,17,7,17,34,6,6.35,Socializer
7,147,1842,13,12,9,8,49,1,10.0,Socializer
10,180,1097,18,3,5,5,32,6,10.0,Socializer
13,165,1721,34,18,6,2,23,1,6.8,Killer
5,171,2139,25,18,0,19,6,9,10.0,Killer
1,77,1051,35,7,2,4,33,4,9.95,Socializer
2,123,710,35,11,9,0,0,9,10.0,Killer
9,101,1999,5,8,4,8,38,6,5.85,Socializer
5,30,3480,11,17,6,9,28,5,2.45,Socializer
5,131,2654,40,3,9,12,20,9,10.0,Killer
1,67,4597,18,3,2,15,22,0,9.799999999999999,Socializer
12,31,1074,27,9,7,8,12,5,1.0,Socializer
1,65,1271,17,3,9,8,10,5,9.65,Killer
9,108,880,29,18,1,12,0,6,5.3500000000000005,Killer
5,62,1588,7,16,0,3,24,9,5.8500000000000005,Socializer
9,47,2654,32,14,3,7,16,7,1.0,Socializer
6,118,3385,44,16,3,10,45,0,8.600000000000001,Socializer
0,77,4074,28,13,8,17,26,1,10.0,Socializer
3,180,4700,7,12,7,4,41,2,10.0,Killer
0,90,1097,14,3,7,18,9,3,10.0,Killer
11,170,2836,48,6,2,7,44,3,8.6,Socializer
2,16,556,33,13,0,10,7,5,2.9499999999999993,Socializer
7,50,4226,17,4,6,15,10,3,2.15,Killer
2,61,4158,0,18,0,9,42,2,9.1,Socializer
8,144,2031,39,3,0,5,18,9,9.45,Killer
2,65,3960,30,18,5,16,42,7,8.0,Socializer
9,192,4591,31,5,3,18,12,3,10.0,Killer
8,135,1073,19,13,2,17,32,2,9.55,Socializer
8,172,3020,4,16,8,4,5,9,10.0,Killer
2,142,477,20,14,0,8,17,2,10.0,Killer
7,136,1246,16,0,9,1,47,6,10.0,Socializer
13,176,3432,9,3,9,8,43,5,9.150000000000002,Socializer
3,129,3154,48,2,9,17,5,2,10.0,Killer
9,192,2940,25,8,4,15,35,5,10.0,Socializer
12,152,4560,36,11,9,7,12,0,6.3999999999999995,Killer
4,66,4207,12,16,5,19,36,9,7.0,Socializer
1,128,4145,8,18,4,10,44,1,10.0,Socializer
9,123,4063,34,9,3,16,33,8,6.6000000000000005,Socializer
9,7,3166,36,5,3,6,18,8,1.0,Socializer
13,63,1425,42,17,9,4,13,4,1.0,Socializer
8,127,2414,37,5,2,14,24,1,7.85,Socializer
6,72,4975,37,11,6,3,30,8,4.35,Socializer
4,3,1451,7,13,4,14,28,2,1.0,Socializer
9,84,4630,44,12,7,7,37,7,2.2,Socializer
1,69,695,32,7,7,6,12,6,9.3,Socializer
14,40,2186,0,12,9,10,39,6,1.0,Socializer
8,92,2395,48,16,8,9,33,7,3.799999999999999,Socializer
3,189,3013,0,18,3,5,46,9,10.0,Socializer
1,174,322,22,4,7,1,0,6,10.0,Killer
3,114,4989,10,16,0,4,27,9,10.0,Killer
11,26,3234,2,16,2,3,19,0,1.0,Socializer
11,96,4778,12,3,7,19,12,7,2.9999999999999996,Killer
9,65,3818,37,18,3,17,4,7,1.0,Killer
7,142,196,38,16,1,6,33,2,10.0,Socializer
11,109,1509,23,7,3,6,42,6,3.75,Socializer
1,21,2586,2,11,7,1,44,6,6.0,Socializer
10,84,868,37,19,1,4,24,8,1.5500000000000003,Socializer
8,112,435,49,5,6,5,1,0,5.749999999999999,Killer
11,108,2772,6,14,5,4,49,9,4.500000000000001,Socializer
2,120,4077,4,13,7,18,22,1,10.0,Killer
5,40,521,45,16,5,17,3,0,1.75,Achiever
2,86,2941,18,18,4,9,22,4,10.0,Socializer
1,127,1119,10,8,6,12,0,5,10.0,Killer
14,46,1149,28,5,8,10,10,2,1.0,Socializer
11,38,597,17,0,3,4,18,3,1.0,Socializer
5,169,1293,30,19,1,5,40,9,10.0,Socializer
14,192,3874,33,12,3,2,31,0,8.549999999999999,Killer
13,34,306,47,14,1,14,49,5,1.0,Socializer
13,151,725,28,9,0,17,20,1,5.699999999999999,Killer
7,47,749,33,4,8,4,7,2,1.05,Killer
8,69,156,15,16,5,19,16,3,3.1500000000000004,Socializer
6,4,948,23,3,4,7,29,0,1.0,Socializer
1,79,567,18,18,4,14,17,5,10.0,Socializer
12,76,2671,26,13,3,9,24,5,1.0,Socializer
1,79,2231,20,12,8,1,7,7,10.0,Killer
8,61,4348,27,9,0,14,0,1,1.7499999999999996,Killer
7,102,3609,9,12,7,17,29,7,7.749999999999999,Socializer
2,71,4723,29,19,1,0,16,6,8.649999999999999,Killer
1,100,1860,44,19,4,3,39,3,10.0,Socializer
11,86,2160,17,2,0,15,49,6,1.7499999999999996,Socializer
2,120,1068,38,14,0,4,39,3,10.0,Socializer
11,86,4759,11,1,7,4,8,0,2.05,Killer
13,132,591,47,6,4,3,9,7,2.849999999999999,Killer
3,40,1911,34,17,7,8,9,0,4.3,Socializer
2,30,836,22,4,1,16,30,2,4.9,Socializer
14,94,1731,41,6,1,14,41,8,1.0,Socializer
7,131,225,45,0,9,1,42,5,8.85,Socializer
13,79,1012,5,9,5,16,41,0,1.0,Socializer
9,159,1412,38,1,0,9,16,4,10.0,Killer
0,13,3083,41,16,1,2,46,2,4.25,Socializer
6,61,546,6,9,2,17,42,1,4.8,Socializer
5,49,1411,15,6,6,4,20,2,4.15,Socializer
14,14,245,27,6,8,16,25,6,1.0,Socializer
11,16,2930,19,1,3,14,0,5,1.0,Achiever
9,104,4846,5,14,1,12,8,7,6.15,Killer
12,60,201,22,15,5,3,44,4,1.0,Socializer
11,122,3366,24,16,8,3,38,6,4.999999999999999,Socializer
10,61,4860,44,16,4,12,9,8,1.0,Killer
0,107,2769,5,11,2,18,43,2,10.0,Socializer
2,59,1485,15,5,9,10,33,1,8.15,Socializer
6,173,4917,3,2,1,11,10,3,10.0,Killer
2,160,2689,34,7,3,4,23,8,10.0,Killer
9,95,3417,7,2,9,17,0,3,5.15,Killer
13,51,4831,32,6,9,7,29,2,1.0,Socializer
12,120,1038,43,2,6,9,25,5,2.85,Socializer
7,62,2753,40,19,8,11,0,2,2.2,Killer
8,52,3733,44,9,0,10,47,5,1.0,Socializer
5,40,1117,3,0,9,11,5,8,3.85,Achiever
12,195,1954,6,12,2,13,16,1,10.0,Killer
3,15,4007,15,3,8,8,17,1,2.75,Socializer
9,46,1584,4,7,0,2,47,6,1.0,Socializer
14,3,4602,31,1,5,5,42,1,1.0,Socializer
12,80,1057,3,2,9,15,26,9,1.0,Socializer
12,58,3007,34,1,1,11,40,5,1.0,Socializer
5,102,3603,37,9,8,15,28,7,8.35,Socializer
13,185,3781,28,1,5,15,26,5,9.1,Killer
1,92,3298,25,14,4,16,8,8,10.0,Killer
9,149,3491,29,17,5,17,41,5,9.45,Socializer
4,44,1914,29,16,1,16,11,7,3.95,Socializer
9,32,923,11,15,9,10,21,0,1.0,Socializer
12,17,1602,25,11,8,10,26,8,1.0,Socializer
6,86,3383,11,15,4,5,9,6,7.05,Killer
3,155,4064,42,7,4,7,45,6,10.0,Socializer
12,51,2660,25,10,8,7,29,2,1.0,Socializer
9,133,273,47,17,6,17,44,9,6.950000000000001,Socializer
8,168,333,41,17,7,13,42,2,10.0,Socializer
4,28,249,37,11,7,19,45,8,1.9499999999999997,Socializer
9,93,4960,8,12,4,1,26,3,4.9,Killer
12,101,267,20,10,0,2,2,2,2.0999999999999996,Killer
8,102,3585,0,11,2,1,8,3,7.199999999999999,Killer
7,98,555,27,19,1,2,33,1,6.450000000000001,Socializer
6,165,4606,45,16,0,7,44,9,10.0,Socializer
9,74,1239,15,17,5,9,28,4,2.6500000000000004,Socializer
8,29,4891,7,18,6,3,35,6,1.0,Socializer
4,1,3750,23,1,2,8,5,1,1.0,Killer
11,61,1886,23,11,8,15,17,7,1.0,Socializer
0,121,4202,25,1,7,2,45,4,10.0,Socializer
6,13,4875,32,11,8,3,18,2,1.0,Socializer
12,77,3161,3,15,4,17,32,8,1.0,Socializer
3,101,4270,39,19,7,2,26,1,10.0,Killer
9,66,3761,17,15,6,15,34,9,1.7499999999999996,Socializer
8,182,419,44,9,1,13,10,5,10.0,Killer
5,126,2689,30,14,0,14,26,4,10.0,Socializer
11,171,3656,12,15,1,6,11,9,10.0,Killer
11,68,4866,39,14,9,15,26,9,1.0,Socializer
1,181,3305,17,9,1,0,17,7,10.0,Killer
8,96,4112,14,15,0,2,40,6,5.8999999999999995,Socializer
5,20,3943,22,16,3,2,16,3,1.0,Socializer
6,135,4903,33,2,9,4,22,8,10.0,Killer
2,157,4655,13,16,0,9,46,5,10.0,Socializer
4,24,2570,21,5,9,12,29,4,2.3499999999999996,Socializer
0,5,2965,18,9,2,1,25,9,4.6,Socializer
13,165,1658,44,10,0,18,35,5,6.3,Socializer
5,5,1836,49,12,8,6,33,1,1.0,Socializer
5,133,2975,11,0,6,10,23,4,10.0,Killer
9,96,1162,48,12,6,8,11,5,3.1999999999999993,Killer
10,100,578,15,9,9,3,28,0,4.25,Socializer
9,11,3044,33,1,4,6,25,6,1.0,Socializer
7,157,541,40,10,1,9,18,5,10.0,Killer
5,11,2785,46,4,0,11,49,4,1.0,Socializer
1,111,2495,26,4,1,5,7,2,10.0,Killer
12,138,3637,9,11,7,7,5,2,6.3500000000000005,Killer
7,143,4470,49,15,3,2,33,4,9.850000000000001,Killer
8,69,992,13,1,9,1,49,4,3.2500000000000004,Socializer
4,80,1582,41,1,9,9,41,1,6.949999999999999,Socializer
3,174,2220,22,3,8,5,1,8,10.0,Killer
7,17,2750,40,19,5,1,29,0,1.0,Socializer
3,138,2765,33,5,0,1,25,6,10.0,Killer
14,173,1639,17,18,6,6,43,6,7.450000000000001,Socializer
4,175,2456,41,4,1,13,10,1,10.0,Killer
5,63,2105,39,2,4,7,45,0,4.35,Socializer
3,130,176,14,5,1,4,40,8,10.0,Socializer
6,32,1294,28,17,2,2,1,3,1.0,Killer
1,70,936,14,6,5,15,42,8,10.0,Socializer
14,159,2353,34,11,0,15,36,2,5.2,Socializer
9,7,4415,22,19,4,0,16,7,1.0,Socializer
7,120,3235,33,13,7,4,49,8,8.35,Socializer
5,154,378,38,7,7,4,3,7,10.0,Killer
7,99,534,40,3,6,19,39,7,5.9,Socializer
7,90,614,23,12,6,12,2,1,5.85,Killer
3,68,428,33,4,1,18,30,2,7.15,Socializer
5,168,560,0,14,1,2,2,3,10.0,Killer
12,123,3349,7,14,0,14,40,5,4.950000000000001,Socializer
7,6,3424,30,19,2,6,16,9,1.0,Socializer
11,22,1785,11,13,0,11,2,6,1.0,Achiever
12,135,2839,26,5,6,9,11,7,5.2,Killer
1,36,3203,33,10,7,2,10,1,5.949999999999999,Killer
6,75,3028,11,0,5,9,1,3,5.95,Killer
13,142,1116,46,11,3,14,23,8,3.899999999999999,Socializer
1,176,4467,4,2,8,11,17,6,10.0,Killer
4,15,3854,9,12,1,7,48,8,2.05,Socializer
5,13,2621,7,12,6,14,28,0,1.0,Socializer
4,82,1783,18,4,9,13,38,6,8.299999999999999,Socializer
5,135,1063,36,3,9,0,1,9,10.0,Killer
10,12,2675,29,9,0,14,3,2,1.0,Achiever
7,63,1833,47,15,0,6,47,3,1.9499999999999997,Socializer
7,67,4169,46,2,9,14,6,9,2.4,Killer
2,152,1805,37,3,0,19,36,5,10.0,Socializer
7,163,3582,30,5,6,15,2,2,10.0,Killer
9,14,1140,23,9,7,14,44,3,1.0,Socializer
6,26,2274,48,7,1,10,3,5,1.0,Killer
2,156,980,5,2,1,8,15,2,10.0,Killer
2,126,161,47,5,7,6,14,8,10.0,Killer
2,173,3967,12,5,7,14,6,1,10.0,Killer
5,46,4743,4,1,4,17,24,9,4.3999999999999995,Socializer
8,162,1373,11,1,8,17,15,6,10.0,Killer
